374 440778 510196 60 1057
375 437783 512927 65 1069
376 434780 515656 72 1090
377 431764 518411 68 1076
378 428760 521177 61 1036
379 425733 523949 62 1031
380 422705 526705 57 1041
381 419675 529503 55 1010
382 416592 532314 61 1031
383 413538 535084 62 1060
384 410476 537866 62 1063
385 407400 540688 66 1079
386 404334 543483 60 1090
387 401230 546333 63 1058
388 398113 549179 67 1045
389 395061 551961 62 1070
390 391929 554799 64 1085
391 388796 557627 70 1133
392 385683 560461 72 1143
393 382539 563357 70 1118
394 379399 566230 69 1094
395 376286 569083 69 1055
396 373074 572012 57 1073
397 369933 574872 63 1098
398 366760 577796 67 1075
399 363594 580673 73 1098
400 360390 583624 70 1059
401 357196 586517 70 1085
402 353972 589455 72 1124
403 350730 592416 83 1111
404 347530 595318 85 1151
405 344301 598260 89 1133
406 341056 601242 87 1114
407 337806 604208 91 1124
408 334553 607149 88 1143
409 331304 610112 72 1162
410 328014 613094 72 1205
411 324750 616095 65 1195
412 321465 619078 69 1178
413 318153 622090 75 1170
414 314851 625123 71 1135
415 311538 628153 70 1149
416 308250 631149 62 1151
417 304883 634193 70 1172
418 301568 637210 71 1196
419 298206 640299 65 1191
420 294867 643329 70 1195
421 291507 646376 79 1184
422 288161 649459 72 1157
423 284761 652560 76 1173
424 281379 655672 67 1148
425 278010 658755 59 1138
426 274574 661908 64 1146
427 271172 664991 73 1161
428 267803 668055 68 1192
429 264339 671235 72 1178
430 260900 674364 72 1210
431 257469 677478 74 1215
432 254023 680615 75 1213
433 250546 683799 73 1228
434 247109 686915 70 1242
435 243665 690089 65 1202
436 240174 693299 60 1180
437 236703 696453 76 1186
438 233151 699660 88 1195
439 229657 702853 87 1222
440 226165 706023 83 1262
441 222645 709248 77 1262
442 219099 712511 76 1213
443 215584 715694 73 1246
444 212028 718943 74 1226
445 208492 722209 68 1201
446 204932 725488 69 1197
447 201365 728719 77 1190
448 197831 731933 79 1202
449 194191 735253 81 1244
450 190616 738489 89 1295
451 187010 741752 93 1306
452 183395 745027 100 1321
453 179798 748314 86 1327
454 176177 751641 76 1300
455 172540 754928 76 1311
456 168900 758232 80 1310
457 165265 761529 83 1321
458 161611 764896 70 1317
459 157951 768190 70 1333
460 154284 771539 61 1328
461 150599 774876 69 1333
462 146916 778227 72 1362
463 143212 781588 76 1335
464 139522 784977 79 1306
465 135815 788354 73 1302
466 132094 791755 62 1304
467 128339 795165 72 1300
468 124637 798548 75 1318
469 120868 801953 86 1335
470 117133 805307 86 1385
471 113360 808743 79 1394
472 109572 812194 77 1417
473 105832 815591 76 1408
474 102054 819030 68 1374
475 98274 822506 73 1329
476 94471 825951 89 1332
477 90675 829447 93 1284
478 86841 832935 94 1282
479 83023 836422 100 1308
480 79216 839917 86 1292
481 75345 843462 76 1332
482 71491 846959 79 1341
483 67623 850464 81 1377
484 63791 854015 65 1348
485 59923 857502 85 1373
486 56053 861038 89 1349
487 52133 864588 95 1352
488 48284 868083 88 1416
489 44320 871710 73 1407
490 40439 875264 74 1403
491 36491 878843 68 1414
492 32584 882428 64 1379
493 28678 885990 62 1373
494 24699 889590 72 1416
495 20800 893161 83 1358
496 16840 896749 90 1397
497 12862 900378 95 1395
498 8892 904003 95 1371
499 4911 907655 92 1386
500 2479 908738 1058 1404
501 1976 909132 1143 1084
502 1656 909768 803 763
503 1376 910384 456 442
504 1125 910999 77 74
505 909 911238 42 62
506 710 911437 36 44
507 536 911609 27 44
508 392 911738 28 43
509 260 911870 22 37
510 161 911962 22 38
511 94 912028 16 34
512 44 912077 15 22
513 14 912106 13 19
514 0 912123 10 12
515 0 912126 7 5
516 0 912132 1 3
517 0 912132 1 0
518 0 912133 0 0
519 0 912133 0 0
520 0 912133 0 0
521 0 912133 0 0
522 0 912133 0 0
523 0 912133 0 0
524 0 912133 0 0
525 0 912133 0 0
526 0 912133 0 0
527 0 912133 0 0
528 0 912133 0 0
529 0 912133 0 0
530 0 912133 0 0
531 0 912133 0 0
532 0 912133 0 0
533 0 912133 0 0
534 0 912133 0 0
535 0 912133 0 0
536 0 912133 0 0
537 0 912133 0 0
538 0 912133 0 0
539 0 912133 0 0
540 0 912133 0 0
541 0 912133 0 0
542 0 912133 0 0
543 0 912133 0 0
544 0 912133 0 0
545 0 912133 0 0
546 0 912133 0 0
547 0 912133 0 0
548 0 912133 0 0
549 0 912133 0 0
550 0 912133 0 0
551 0 912133 0 0
552 0 912133 0 0
553 0 912133 0 0
554 0 912133 0 0
555 0 912133 0 0
556 0 912133 0 0
557 0 912133 0 0
558 0 912133 0 0
559 0 912133 0 0
560 0 912133 0 0
561 0 912133 0 0
562 0 912133 0 0
563 0 912133 0 0
564 0 912133 0 0
565 0 912133 0 0
566 0 912133 0 0
567 0 912133 0 0
568 0 912133 0 0
569 0 912133 0 0
570 0 912133 0 0
571 0 912133 0 0
572 0 912133 0 0
573 0 912133 0 0
574 0 912133 0 0
575 0 912133 0 0
576 0 912133 0 0
577 0 912133 0 0
578 0 912133 0 0
579 0 912133 0 0
580 0 912133 0 0
581 0 912133 0 0
582 0 912133 0 0
583 0 912133 0 0
584 0 912133 0 0
585 0 912133 0 0
586 0 912133 0 0
587 0 912133 0 0
588 0 912133 0 0
589 0 912133 0 0
590 0 912133 0 0
591 0 912133 0 0
592 0 912133 0 0
593 0 912133 0 0
594 0 912133 0 0
595 0 912133 0 0
596 0 912133 0 0
597 0 912133 0 0
598 0 912133 0 0
599 0 912133 0 0
600 0 912133 0 0
601 0 912133 0 0
602 0 912133 0 0
603 0 912133 0 0
604 0 912133 0 0
605 0 912133 0 0
606 0 912133 0 0
607 0 912133 0 0
608 0 912133 0 0
609 0 912133 0 0
610 0 912133 0 0
611 0 912133 0 0
612 0 912133 0 0
613 0 912133 0 0
614 0 912133 0 0
615 0 912133 0 0
616 0 912133 0 0
617 0 912133 0 0
618 0 912133 0 0
619 0 912133 0 0
620 0 912133 0 0
621 0 912133 0 0
622 0 912133 0 0
623 0 912133 0 0
624 0 912133 0 0
625 0 912133 0 0
626 0 912133 0 0
627 0 912133 0 0
628 0 912133 0 0
629 0 912133 0 0
630 0 912133 0 0
631 0 912133 0 0
632 0 912133 0 0
633 0 912133 0 0
634 0 912133 0 0
635 0 912133 0 0
636 0 912133 0 0
637 0 912133 0 0
638 0 912133 0 0
639 0 912133 0 0
640 0 912133 0 0
641 0 912133 0 0
642 0 912133 0 0
643 0 912133 0 0
644 0 912133 0 0
645 0 912133 0 0
646 0 912133 0 0
647 0 912133 0 0
648 0 912133 0 0
649 0 912133 0 0
650 0 912133 0 0
651 0 912133 0 0
652 0 912133 0 0
653 0 912133 0 0
654 0 912133 0 0
655 0 912133 0 0
656 0 912133 0 0
657 0 912133 0 0
658 0 912133 0 0
659 0 912133 0 0
660 0 912133 0 0
661 0 912133 0 0
662 0 912133 0 0
663 0 912133 0 0
664 0 912133 0 0
665 0 912133 0 0
666 0 912133 0 0
667 0 912133 0 0
668 0 912133 0 0
669 0 912133 0 0
670 0 912133 0 0
671 0 912133 0 0
672 0 912133 0 0
673 0 912133 0 0
674 0 912133 0 0
675 0 912133 0 0
676 0 912133 0 0
677 0 912133 0 0
678 0 912133 0 0
679 0 912133 0 0
680 0 912133 0 0
681 0 912133 0 0
682 0 912133 0 0
683 0 912133 0 0
684 0 912133 0 0
685 0 912133 0 0
686 0 912133 0 0
687 0 912133 0 0
688 0 912133 0 0
689 0 912133 0 0
690 0 912133 0 0
691 0 912133 0 0
692 0 912133 0 0
693 0 912133 0 0
694 0 912133 0 0
695 0 912133 0 0
696 0 912133 0 0
697 0 912133 0 0
698 0 912133 0 0
699 0 912133 0 0
700 0 912133 0 0
701 0 912133 0 0
702 0 912133 0 0
703 0 912133 0 0
704 0 912133 0 0
705 0 912133 0 0
706 0 912133 0 0
707 0 912133 0 0
708 0 912133 0 0
709 0 912133 0 0
710 0 912133 0 0
711 0 912133 0 0
712 0 912133 0 0
713 0 912133 0 0
714 0 912133 0 0
715 0 912133 0 0
716 0 912133 0 0
717 0 912133 0 0
718 0 912133 0 0
719 0 912133 0 0
720 0 912133 0 0
721 0 912133 0 0
722 0 912133 0 0
723 0 912133 0 0
724 0 912133 0 0
725 0 912133 0 0
726 0 912133 0 0
727 0 912133 0 0
728 0 912133 0 0
729 0 912133 0 0
730 0 912133 0 0
731 0 912133 0 0
732 0 912133 0 0
733 0 912133 0 0
734 0 912133 0 0
735 0 912133 0 0
736 0 912133 0 0
737 0 912133 0 0
738 0 912133 0 0
739 0 912133 0 0
740 0 912133 0 0
741 0 912133 0 0
742 0 912133 0 0
743 0 912133 0 0
744 0 912133 0 0
745 0 912133 0 0
746 0 912133 0 0
747 0 912133 0 0
748 0 912133 0 0
749 0 912133 0 0
750 0 912133 0 0
751 0 912133 0 0
752 0 912133 0 0
753 0 912133 0 0
754 0 912133 0 0
755 0 912133 0 0
756 0 912133 0 0
757 0 912133 0 0
758 0 912133 0 0
759 0 912133 0 0
760 0 912133 0 0
761 0 912133 0 0
762 0 912133 0 0
763 0 912133 0 0
764 0 912133 0 0
765 0 912133 0 0
766 0 912133 0 0
767 0 912133 0 0
768 0 912133 0 0
769 0 912133 0 0
770 0 912133 0 0
771 0 912133 0 0
772 0 912133 0 0
773 0 912133 0 0
774 0 912133 0 0
775 0 912133 0 0
776 0 912133 0 0
777 0 912133 0 0
778 0 912133 0 0
779 0 912133 0 0
780 0 912133 0 0
781 0 912133 0 0
782 0 912133 0 0
783 0 912133 0 0
784 0 912133 0 0
785 0 912133 0 0
786 0 912133 0 0
787 0 912133 0 0
788 0 912133 0 0
789 0 912133 0 0
790 0 912133 0 0
791 0 912133 0 0
792 0 912133 0 0
793 0 912133 0 0
794 0 912133 0 0
795 0 912133 0 0
796 0 912133 0 0
797 0 912133 0 0
798 0 912133 0 0
799 0 912133 0 0
800 0 912133 0 0
801 0 912133 0 0
802 0 912133 0 0
803 0 912133 0 0
804 0 912133 0 0
805 0 912133 0 0
806 0 912133 0 0
807 0 912133 0 0
808 0 912133 0 0
809 0 912133 0 0
810 0 912133 0 0
811 0 912133 0 0
812 0 912133 0 0
813 0 912133 0 0
814 0 912133 0 0
815 0 912133 0 0
816 0 912133 0 0
817 0 912133 0 0
818 0 912133 0 0
819 0 912133 0 0
820 0 912133 0 0
821 0 912133 0 0
822 0 912133 0 0
823 0 912133 0 0
824 0 912133 0 0
825 0 912133 0 0
826 0 912133 0 0
827 0 912133 0 0
828 0 912133 0 0
829 0 912133 0 0
830 0 912133 0 0
831 0 912133 0 0
832 0 912133 0 0
833 0 912133 0 0
834 0 912133 0 0
835 0 912133 0 0
836 0 912133 0 0
837 0 912133 0 0
838 0 912133 0 0
839 0 912133 0 0
840 0 912133 0 0
841 0 912133 0 0
842 0 912133 0 0
843 0 912133 0 0
844 0 912133 0 0
845 0 912133 0 0
846 0 912133 0 0
847 0 912133 0 0
848 0 912133 0 0
849 0 912133 0 0
850 0 912133 0 0
851 0 912133 0 0
852 0 912133 0 0
853 0 912133 0 0
854 0 912133 0 0
855 0 912133 0 0
856 0 912133 0 0
857 0 912133 0 0
858 0 912133 0 0
859 0 912133 0 0
860 0 912133 0 0
861 0 912133 0 0
862 0 912133 0 0
863 0 912133 0 0
864 0 912133 0 0
865 0 912133 0 0
866 0 912133 0 0
867 0 912133 0 0
868 0 912133 0 0
869 0 912133 0 0
870 0 912133 0 0
871 0 912133 0 0
872 0 912133 0 0
873 0 912133 0 0
874 0 912133 0 0
875 0 912133 0 0
876 0 912133 0 0
877 0 912133 0 0
878 0 912133 0 0
879 0 912133 0 0
880 0 912133 0 0
881 0 912133 0 0
882 0 912133 0 0
883 0 912133 0 0
884 0 912133 0 0
885 0 912133 0 0
886 0 912133 0 0
887 0 912133 0 0
888 0 912133 0 0
889 0 912133 0 0
890 0 912133 0 0
891 0 912133 0 0
892 0 912133 0 0
893 0 912133 0 0
894 0 912133 0 0
895 0 912133 0 0
896 0 912133 0 0
897 0 912133 0 0
898 0 912133 0 0
899 0 912133 0 0
900 0 912133 0 0
901 0 912133 0 0
902 0 912133 0 0
903 0 912133 0 0
904 0 912133 0 0
905 0 912133 0 0
906 0 912133 0 0
907 0 912133 0 0
908 0 912133 0 0
909 0 912133 0 0
910 0 912133 0 0
911 0 912133 0 0
912 0 912133 0 0
913 0 912133 0 0
914 0 912133 0 0
915 0 912133 0 0
916 0 912133 0 0
917 0 912133 0 0
918 0 912133 0 0
919 0 912133 0 0
920 0 912133 0 0
921 0 912133 0 0
922 0 912133 0 0
923 0 912133 0 0
924 0 912133 0 0
925 0 912133 0 0
926 0 912133 0 0
927 0 912133 0 0
928 0 912133 0 0
929 0 912133 0 0
930 0 912133 0 0
931 0 912133 0 0
932 0 912133 0 0
933 0 912133 0 0
934 0 912133 0 0
935 0 912133 0 0
936 0 912133 0 0
937 0 912133 0 0
938 0 912133 0 0
939 0 912133 0 0
940 0 912133 0 0
941 0 912133 0 0
942 0 912133 0 0
943 0 912133 0 0
944 0 912133 0 0
945 0 912133 0 0
946 0 912133 0 0
947 0 912133 0 0
948 0 912133 0 0
949 0 912133 0 0
950 0 912133 0 0
951 0 912133 0 0
952 0 912133 0 0
953 0 912133 0 0
954 0 912133 0 0
955 0 912133 0 0
956 0 912133 0 0
957 0 912133 0 0
958 0 912133 0 0
959 0 912133 0 0
960 0 912133 0 0
961 0 912133 0 0
962 0 912133 0 0
963 0 912133 0 0
964 0 912133 0 0
965 0 912133 0 0
966 0 912133 0 0
967 0 912133 0 0
968 0 912133 0 0
969 0 912133 0 0
970 0 912133 0 0
971 0 912133 0 0
972 0 912133 0 0
973 0 912133 0 0
974 0 912133 0 0
975 0 912133 0 0
976 0 912133 0 0
977 0 912133 0 0
978 0 912133 0 0
979 0 912133 0 0
980 0 912133 0 0
981 0 912133 0 0
982 0 912133 0 0
983 0 912133 0 0
984 0 912133 0 0
985 0 912133 0 0
986 0 912133 0 0
987 0 912133 0 0
988 0 912133 0 0
989 0 912133 0 0
990 0 912133 0 0
991 0 912133 0 0
992 0 912133 0 0
993 0 912133 0 0
994 0 912133 0 0
995 0 912133 0 0
996 0 912133 0 0
997 0 912133 0 0
998 0 912133 0 0
999 0 912133 0 0
1000 0 912133 0 0
